type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1190125;GENEO 103;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation de la culture;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190125;GENEO 103;Grandes cultures;5.0;L/ha;8.0;L/ha;;;Autorisé;;;Toute l'année, à l'implantation des cultures;;05/08/2019;Pulvérisation foliaire ou au sol;
MFSC;1190124;ASTELIS SUPOR;;1.0;L/ha;20.0;L/ha;;;Autorisé;;;Printemps - été;Tallage, épi 1 cm/montaison, épiaison, remplissage des grains;15/03/2019;Pulvérisation foliaire;
MFSC;1190124;ASTELIS SUPOR;;1.0;L/ha;20.0;L/ha;;;Autorisé;;;Printemps - été - automne;3 à 4 feuilles 15 jours après la première fauche 15 jours après la deuxième fauche 15 jours après la troisième fauche;15/03/2019;Pulvérisation foliaire;
MFSC;1180792;VEGETAL BETAPHOS;Cultures maraîchères;5.0;kg/ha;6.0;kg/ha;;;Autorisé;;;de la post-transplantation à la floraison;;06/12/2018;Légumes fruits pulvérisation foliaire;
MFSC;1180792;VEGETAL BETAPHOS;Cultures maraîchères;5.0;kg/ha;6.0;kg/ha;;;Autorisé;;;Au cours des 2 semaines suivant la transplantation;;06/12/2018;Laitue/salades pulvérisation foliaire;
MFSC;1180792;VEGETAL BETAPHOS;Arboriculture fruitière et vigne;4.0;kg/ha;6.0;kg/ha;;;Autorisé;;;de la récupération végétative (véraison) à la pleine floraison;;06/12/2018;Culture fruitière, vigne, olivier pulvérisation foliaire;
MFSC;1180792;VEGETAL BETAPHOS;Grandes cultures;4.0;kg/ha;5.0;kg/ha;;;Autorisé;;;lors de la floraison;;06/12/2018;Céréales, colza... pulvérisation foliaire;
MFSC;1180792;VEGETAL BETAPHOS;Légumes racine;5.0;kg/ha;6.0;kg/ha;;;Autorisé;;;du développement végétatif jusqu'à la floraison (mais hors floraison);;06/12/2018;pulvérisation foliaire;
MFSC;1180802;MATUR PLUS;Cultures maraîchères;8.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Maturation des fruits 1er apport à 40-50% de fruits/baies rouges puis apport après 7 et 14 jours;;06/12/2018;pulvérisation foliaire;
MFSC;1180802;MATUR PLUS;Arboriculture fruitière et vigne;8.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Maturation des fruits 1er apport à 40-50 % de fruits/baies rouges puis apport après 7 et 14 jours;;06/12/2018;Arboriculture pulvérisation foliaire;
MFSC;1200152;RHIZO PLANT;Traitements généraux;;;10.0;kg/m3;;;Autorisé;;;Semis, bouturage, acclimatation ou rempotage;;13/03/2020;Toutes cultures hors sol;
MFSC;1200152;RHIZO PLANT;Traitements généraux;;;50.0;g/plant;;;Autorisé;;;Semis, repiquage, plantation;;13/03/2020;Toutes cultures pleine terre;
MFSC;1180617;SVL-040;Arboriculture fruitière et vigne;1.5;L/ha;1.5;L/ha;69;75;Autorisé;;;;;05/02/2019;Arboriculture (fruits à noyaux et fruits à pépins) ;
MFSC;1180617;SVL-040;Grandes cultures;1.0;L/ha;1.0;L/ha;15;;Autorisé;;;A partir du stade BBCH 15;;05/02/2019;Maïs;
MFSC;1180617;SVL-040;Arboriculture fruitière et vigne;1.5;L/ha;1.5;L/ha;56;66;Autorisé;;;;;05/02/2019;Vigne;
MFSC;1180617;SVL-040;Cultures maraîchères;1.25;L/ha;1.25;L/ha;60;68;Autorisé;;;;;05/02/2019;Cultures maraichères (légumes fruits sauf courgettes);
MFSC;1180617;SVL-040;Cultures maraîchères;1.25;L/ha;1.25;L/ha;15;15;Autorisé;;;;;;Cultures maraîchères (courgettes);
MFSC;1150015;AVENSOL;Grandes cultures;2.5;kg/ha;2.5;kg/ha;13;16;Autorisé;Printemps;Automne;;;;Céréales;
MFSC;1150015;AVENSOL;Grandes cultures;2.5;kg/ha;2.5;kg/ha;13;15;Autorisé;;;;;;Maïs;
MFSC;1150015;AVENSOL;Cultures légumières;2.5;kg/ha;2.5;kg/ha;12;19;Autorisé;;;;;;Raves;
MFSC;1150015;AVENSOL;Cultures légumières;2.5;kg/ha;2.5;kg/ha;20;40;Autorisé;;;;;;pomme de terre;
MFSC;1150015;AVENSOL;Autres;2.5;kg/ha;3.0;kg/ha;13;25;Autorisé;Printemps;Automne;;;;Cultures spéciales;
MFSC;1160008;BIO-ACCESS;Autres;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;semis;semis;28/09/2016;Culture céréalières (blé, orge, avoine). Colza. Tournesol.;
MFSC;1160008;BIO-ACCESS;Autres;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;semis;semis;28/09/2016;Betterave;
MFSC;1160008;BIO-ACCESS;Cultures légumières;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;semis, plantation;semis, plantation;28/09/2016;;
MFSC;1200527;NILSAB;Grandes cultures;;;2.5;L/ha;;;Autorisé;;;Toute l'année au cours de la croissance de la culture;Toute l'année au cours de la croissance de la culture;19/01/2021;Amélioration du développement foliaire et de la qualité des récoltes montrée sur blé. Augmentation de la mobilisation et de l'absorption des nutriments montrée sur orge. Utilisation en tant qu'additif agronomique en mélange avec des engrais liquides ou engrais pour solutions nutritives conformes aux normes NF U42-001, NF U42-002, NF U42-003, NF U42-004 ou du règlement CE 2003/2003. Incorporation entre 10 et 50 % (p/p) dans l'engrais.;
MFSC;1200527;NILSAB;Grandes cultures;;;2.5;L/ha;;;Autorisé;;;Toute l'année au cours de la croissance de la culture;Toute l'année au cours de la croissance de la culture;19/01/2021;Amélioration du développement foliaire, de la qualité des récoltes, et du développement racinaire montrée sur colza. Utilisation en tant qu'additif agronomique en mélange avec des engrais liquides ou engrais pour solutions nutritives conformes aux normes NF U42-001, NF U42-002, NF U42-003, NF U42-004 ou du règlement CE 2003/2003. Incorporation entre 10 et 50 % (p/p) dans l'engrais.;
MFSC;1200527;NILSAB;Grandes cultures;;;2.5;L/ha;;;Autorisé;;;Toute l'année au cours de la croissance de la culture;Toute l'année au cours de la croissance de la culture;19/01/2021;Augmentation de la mobilisation et de l'absorption des nutriments montrée sur soja. Utilisation en tant qu'additif agronomique en mélange avec des engrais liquides ou engrais pour solutions nutritives conformes aux normes NF U42-001, NF U42-002, NF U42-003, NF U42-004 ou du règlement CE 2003/2003. Incorporation entre 10 et 50 % (p/p) dans l'engrais.;
MFSC;1200527;NILSAB;Cultures légumières;;;2.5;L/ha;;;Autorisé;;;Toute l'année au cours de la croissance de la culture;Toute l'année au cours de la croissance de la culture;19/01/2021;Uniquement sur légumes fruits et fines herbes. Augmentation de la mobilisation et de l'absorption des nutriments montrée sur tomate et basilic. UUtilisation en tant qu'additif agronomique en mélange avec des engrais liquides ou engrais pour solutions nutritives conformes aux normes NF U42-001, NF U42-002, NF U42-003, NF U42-004 ou du règlement CE 2003/2003. Incorporation entre 10 et 50 % (p/p) dans l'engrais.;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;800.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Céréales;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;900.0;kg/ha;1100.0;kg/ha;;;Autorisé;;;;;;Colza;
MFSC;1000031;KALCIPHOS P-K (S);Cultures légumières;1000.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;;;;Betterave;
MFSC;1000031;KALCIPHOS P-K (S);Cultures légumières;1200.0;kg/ha;1600.0;kg/ha;;;Autorisé;;;;;;Pomme de terre;
MFSC;1000031;KALCIPHOS P-K (S);Autres;1000.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Luzerne;
MFSC;1000031;KALCIPHOS P-K (S);Autres;600.0;kg/ha;1000.0;kg/ha;;;Autorisé;;;;;;Prairie;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;1100.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Maïs;
MFSC;1190285;DIAMOND NECTAR;;20.0;L/ha;20.0;L/ha;;;Autorisé;Printemps;Eté;Pendant la germination (printemps et été), en préfloraison et lors de la fructification et du grossissement du fruit.;;22/05/2019;agrumes et cultures fruitières;
MFSC;1190285;DIAMOND NECTAR;Horticulture;10.0;L/ha;10.0;L/ha;;;Autorisé;;;Avant la plantation ou avant le greffage et tout au long du cycle de la culture;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Cultures ornementales;10.0;L/ha;10.0;L/ha;;;Autorisé;;;Appliquer au début de la culture et en préfloraison;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Cultures tropicales;20.0;L/ha;20.0;L/ha;;;Autorisé;;;A la germination, en préfloraison et à la nouaison et au grossissement du fruit;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Autres;15.0;L/ha;15.0;L/ha;;;Autorisé;;;;;22/05/2019;Herbacées et ligneuses;
MFSC;1190285;DIAMOND NECTAR;Autres;20.0;L/ha;20.0;L/ha;;;Autorisé;;;;;22/05/2019;Oliviers et vignes;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;10.0;t/ha;25.0;t/ha;;;Autorisé;Février;Mars;Epandage au sol Février à mars. Apport 1 : Avant implantation des céréales ;Epandage au sol Février à mars. Apport 1 : Avant implantation des céréales ;05/07/2019;Grande cultures de printemps hors céréales de printemps (ex : maïs, pommes de terre, betterave, colza) Apport par épandage au sol. Application avant implantation de la culture. Diminution de la dose maximale d'emploi de 35 t/ha à 25 t/ha en raison d'un risque de phytotoxicité. L'apport avant ou sur CIPAN précédant la culture est refusé car inclus dans l'usage sur cultures dérobées. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Autres;10.0;t/ha;20.0;t/ha;;;Autorisé;Juillet;Janvier;Epandage au sol Juillet à janvier Stade maxi hauteur de 20 cm Application avant implantation ou sur la culture. ;Epandage au sol Juillet à janvier Stade maxi hauteur de 20 cm Application avant implantation ou sur la culture.;05/07/2019;Cultures dérobées (ex : ray-grass ou mélange ray-grass, trèfle, avoine et vesce). Apport par épandage au sol.  Application avant implantation ou sur la culture. Ne pas appliquer sur des cultures dont la hauteur est supérieure à 20 cm. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;;15.0;t/ha;20.0;t/ha;;;Autorisé;Février;Juin;Février à juin. Epandage au sol. Uniquement sur végétation en place.;Février à juin. Epandage au sol. Uniquement sur végétation en place.;05/07/2019;Apport par épandage au sol. Uniquement sur végétation en place. 2 applications maximum par an. Respecter un délai de 42 jours entre l'apport du produit et la mise en pâture des animaux d'élevage ou la récolte des cultures fourragères. Ne pas dépasser une dose annuelle de 28 t/ha. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;;;;20.0;t/ha;;;Autorisé;Mai;Juin;Epandage au sol. Uniquement sur végétation en place. Mai à juin.;Epandage au sol. Uniquement sur végétation en place. Mai à juin.;05/07/2019;Apport par épandage au sol. Uniquement sur végétation en place. 2 applications maximum par an. Respecter un délai de 42 jours entre l'apport du produit et la mise en pâture des animaux d'élevage ou la récolte des cultures fourragères. Ne pas dépasser une dose annuelle de 28 t/ha. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;;;20.0;t/ha;;30;Autorisé;;;Epandage au sol. Avant implantation de la culture. Avant le stade BBCH 30.;Epandage au sol. Avant implantation de la culture. Avant le stade BBCH 30;05/07/2019;Céréales à paille. Apport par épandage au sol. Application avant implantation de la culture. 2 applications maximum par an. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;15.0;t/ha;25.0;t/ha;;;Autorisé;Septembre;Mars;Epandage au sol. Avant implantation de la culture. Septembre à mars. ;Epandage au sol. Avant implantation de la culture. Septembre à mars.;05/07/2019;Céréales à paille. Apport par épandage au sol. Application avant implantation de la culture. 2 applications maximum par an. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;15.0;t/ha;25.0;t/ha;;;Autorisé;Août;;Epandage au sol. Avant implantation de la culture.;Epandage au sol. Avant implantation de la culture.;05/07/2019;Colza d'hiver. Apport par épandage au sol. Application avant implantation de la culture Diminution de la dose maximale d'emploi de 35 t/ha à 25 t/ha en raison d'un risque inacceptable de phytotoxicité. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;1190628;PHYSIOSOL;Gazon de graminées;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Début printemps / reprise de la végétation / semis;;12/09/2019;Pelouses;
MFSC;1190628;PHYSIOSOL;Arboriculture fruitière et vigne;0.2;kg/ha;0.8;kg/ha;;;Autorisé;;;Chute des feuilles / reprise de végétation;;12/09/2019;Arboriculture;
MFSC;1190628;PHYSIOSOL;;0.2;kg/ha;0.8;kg/ha;;;Autorisé;;;Chute des feuilles / reprise de la végétation;;12/09/2019;;
MFSC;1190628;PHYSIOSOL;;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Début printemps / reprise de la végétation / semis;;12/09/2019;;
MFSC;1190628;PHYSIOSOL;Grandes cultures;0.15;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis / après récolte / après semis;;12/09/2019;Cultures oléagineuses et protéagineuses;
MFSC;1150010;TERRAFIBRE;Grandes cultures;;;10.0;t/ha;;;Autorisé;Au semis;;;1 application tous les 3 ans;30/09/2015;blé tendre, maïs grain, colza;
MFSC;1150010;TERRAFIBRE;Grandes cultures;;;10.0;t/ha;;;Autorisé;Au semis;;Au semis;1 application tous les 3 ans;15/02/2017;Grandes cultures;
MFSC;1170379;AGTIV CULTURES SPECIALISEES POUDRE;Autres;25.0;g/ha;900.0;g/ha;;;Autorisé;;;Mélange aux semences au semis ou apport sur la semence avant semis;;31/05/2017;Semis de cultures maraîchères et légumières: -de 25 à 900 g/Ha en fonction de la taille des semences et de la densité de plantation (soit de 150 000 à 5 500 000 spores/ha);
MFSC;1200547;TONILIN;;;;3.0;L/ha;;;Autorisé;;;Cœur ouvert à premières feuilles apparentes;;01/09/2020;de printemps Pulvérisation foliaire;
MFSC;1200547;TONILIN;;;;3.0;L/ha;;;Autorisé;;;A la sortie de l'hiver, entre les stades 15 et 30 cm;;01/09/2020;d'hiver Pulvérisation foliaire;
MFSC;1200547;TONILIN;;;;2.0;L/ha;;;Autorisé;;;Entre le stade 4 feuilles et le stade 8 feuilles;;01/09/2020;Pulvérisation foliaire;
MFSC;1171289;RHIZOBAS;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;1 application avant le semis puis jusqu'à une application par mois pendant le cycle cultural de la plante;;20/02/2018;Par pulvérisation  ou  par mélange directe avec l'engrais (avant semis) ;
MFSC;1171289;RHIZOBAS;Cultures maraîchères;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;1 application avant le semis puis jusqu'à une application par mois pendant le cycle cultural de la plante;;20/02/2018;Par pulvérisation  ou  par mélange directe avec l'engrais (avant semis) ;
MFSC;1180706;MYKE PRO GAZON G;Gazon de graminées;200.0;kg/ha;200.0;kg/ha;;;Autorisé;;;semis;semis;04/04/2019;Gazon Epandage Au moment du semis ;
MFSC;1180706;MYKE PRO GAZON G;Cultures florales;200.0;kg/ha;200.0;kg/ha;;;Autorisé;;;semis;semis;04/04/2019;Jachères fleuries Epandage Au moment du semis ;
MFSC;1180074;KTS;Grandes cultures;25.0;L/ha;50.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol ;
MFSC;1180074;KTS;Cultures maraîchères;25.0;L/ha;50.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Cultures ornementales;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Autres;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Cultures pérennes Apport au sol;
MFSC;1180074;KTS;;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Grandes cultures;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Cultures maraîchères;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Cultures ornementales;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Autres;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Cultures pérennes Injection;
MFSC;1180074;KTS;;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Grandes cultures;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Cultures maraîchères;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Cultures ornementales;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Autres;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Cultures pérennes Foliaire;
MFSC;1180074;KTS;;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Grandes cultures;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Cultures maraîchères;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Cultures ornementales;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Autres;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Cultures pérennes Goutte à goutte;
MFSC;1180074;KTS;;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Grandes cultures;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Cultures maraîchères;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Cultures ornementales;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1180074;KTS;Autres;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Cultures pérennes Asperion;
MFSC;1180074;KTS;;15.0;L/ha;45.0;L/ha;;;Autorisé;;;Durant les périodes d'arrosage BBCH 30 à 79;;22/03/2018;Aspersion;
MFSC;1150018;OVALIS RHIZOFERTIL;Grandes cultures;0.5;kg/ha;1.5;kg/ha;;;Autorisé;Au semis;Au semis;;;28/01/2016;Cultures céréalières (blé, orge, avoine) et Maïs Apport au semis. 5E10 à 1.5E11 UFC/ha;
MFSC;1180286;PURE ZYM;Traitements généraux;10.0;L/ha;10.0;L/ha;;;Autorisé;;;;;13/06/2018;Pour toutes les plantes;
MFSC;1180643;BACTIVA;Cultures légumières;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis.;;15/10/2018;Traitement au semis.;
MFSC;1180643;BACTIVA;Cultures légumières;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Traitement des jeunes plants. Toutes les 2 à 4 semaines pendant le cycle de production.;;15/10/2018;Pulvérisation ou ferti-irrigation.;
MFSC;1180643;BACTIVA;;0.25;kg/ha;0.4;kg/ha;;;Autorisé;;;Semis.;;15/10/2018;Traitement au semis;
MFSC;1180643;BACTIVA;;0.25;kg/ha;1.0;kg/ha;;;Autorisé;;;Avant ensemencement, jeunes plants et en production. Tous les 2-3 mois pendant le cycle de production.;;15/10/2018;Pulvérisation;
MFSC;1180643;BACTIVA;Cultures ornementales;0.25;kg/ha;10.0;kg/ha;;;Autorisé;;;Traitement du substrat et/ou des jeunes plants. Toutes les 2 à 4 semaines pendant le cycle de production.;;15/10/2018;Pulvérisation;
MFSC;1180643;BACTIVA;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Traitement du substrat et/ou des jeunes plants. Toutes les 4 à 8 semaines pendant le cycle de production : un apport dans le trou de plantation puis application dans la zone radiculaire.;;15/10/2018;Pulvérisation;
MFSC;1171284;KSC I PHYT-ACTYL;Cultures maraîchères;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année. Au stade de croissance en fonction des prévisions (BBCH 1 à 80 selon les cultures);;01/02/2018;Dont légumes feuilles, légumes racines, légumes fruits et légumes gousses. Ferti-irrigation;
MFSC;1171284;KSC I PHYT-ACTYL;Arboriculture fruitière et vigne;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année. Au stade de croissance en fonction des prévisions (BBCH 1 à 80 et BBCH 90 à 94 selon les cultures en arboriculture et BBCH 1 à 60 et BBCh 90 à 100 pour vigne);;01/02/2018;Dont fruits à noyaux, fruits à pépins et petits fruits. Et vigne. Ferti-irrigation;
MFSC;1171281;KSC III PHYT-ACTYL;Cultures maraîchères;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année Au stade de croissance en fonction des prévisions  (BBCH 50 à 90 selon les cultures) ;;01/02/2018;Dont légumes feuilles, légumes racines, légume fruits et légumes gousses Ferti-irrigation.;
MFSC;1171281;KSC III PHYT-ACTYL;Arboriculture fruitière et vigne;25.0;kg/ha;70.0;kg/ha;;;Autorisé;;;Toute l'année Au stade de croissance en fonction des prévisions  (BBCH 30 à 90 selon les cultures) ;;01/02/2018;Dont fruits à noyaux, fruits à pépins et petits fruits. Ferti-irrigation.;
