Nom du produit;N° Permis;Etat d’autorisation;Détenteur PCP;Produit de référence français;N° AMM de référence français;Nom du produit importé;N° AMM du produit importé;Etat Membre d'origine;Mentions d'étiquetage;
ARFOS;2130143;AUTORISE;GRITCHE;ALIETTE FLASH;9600025;ALIETTE;AMM n° 4710;Italie;Selon le produit de référence français;
COLZAL;2130187;AUTORISE;GRITCHE;NOVALL GOLD;2120075;BUTISAN STAR MAX 500 SE;AMM n° 97/2012;Pologne;Selon le produit de référence français;
COLZAL;2130187;AUTORISE;GRITCHE;NOVALL GOLD;2120075;BUTISAN MAX;AMM n° 4874-0;République tchèque;Selon le produit de référence français;
COLZAL;2130187;AUTORISE;GRITCHE;NOVALL GOLD;2120075;BUTISAN MAX;AMM n° 2816/18.12.2008;Roumanie;Selon le produit de référence français;
COLZAL;2130187;AUTORISE;GRITCHE;NOVALL GOLD;2120075;BUTISAN MAX;AMM n° 13-11-1327;Slovaquie;Selon le produit de référence français;
COLZAL;2130187;AUTORISE;GRITCHE;NOVALL GOLD;2120075;BUTISAN GOLD;AMM n° 006790-00;Allemagne;Selon le produit de référence français;
DESKA;2140218;AUTORISE;GRITCHE;KATANA 25 WG;9700070;CHIKARA 25 WG;AMM n° 10929;Italie;Selon le produit de référence français;
DESKA;2140218;AUTORISE;GRITCHE;KATANA 25 WG;9700070;CHIKARA 25 WG;AMM n° 46138/2004	;Hongrie;Selon le produit de référence français;
NAXYLON 550;2170147;AUTORISE;SAGA SAS;CASPER;2090037;ROSAN;AMM n° 16111;Italie;Selon le produit de référence français;
TIVARO;2170151;AUTORISE;SAGA SAS;ORTIVA;9700332;MIRADOR SC;AMM n° 15111;Italie;Selon le produit de référence français;
TIVARO;2170151;AUTORISE;SAGA SAS;ORTIVA;9700332;AMISTAR;AMM n° 10118;Italie;Selon le produit de référence français;
KORALE;2160901;AUTORISE;GRITCHE;CHORUS;9500629;CHORUS 50 WG;AMM n° R-7/2010;Pologne;Selon le produit de référence français;
ERIS;2140014;AUTORISE;GRITCHE;CARAMBA STAR;2010280;CARAMBA;AMM n° 14101;Italie;Selon le produit de référence français;
MERCATO 80;2120123;AUTORISE;GRITCHE;MERPAN 80 WDG;9300108;MERPAN 80 WG;AMM n° 8459/B;Belgique;Selon le produit de référence français;
MERCATO 80;2120123;AUTORISE;GRITCHE;MERPAN 80 WDG;9300108;MERPAN 80 WDG;AMM n° 8102;Italie;Selon le produit de référence français;
SYLLA;2160913;AUTORISE;AGRILEADER;PROSARO;2100108;PROSARO 250 EC;AMM n° 2517/22.02.2005;Roumanie;Selon le produit de référence français;
SYLLA;2160913;AUTORISE;AGRILEADER;PROSARO;2100108;TRAPER 250 EC;AMM n° R-151/2014;Pologne;Selon le produit de référence français;
SYLLA;2160913;AUTORISE;AGRILEADER;PROSARO;2100108;PROSARO 250 EC;AMM n° R-152/2014;Pologne;Selon le produit de référence français;
BARYTON;2100169;AUTORISE;CAVE DES HAUTS DE GIRONDE;SWITCH;9500568;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
BENTLEY;2130177;AUTORISE;UNISEM S.A;FOSBURI;2080145;EXPERT 600 SC;AMM n° R-74/2008;Pologne;Selon le produit de référence français;
BIXAPRO;2130162;AUTORISE;EUROFYTO NV;SKYWAY XPRO;2110181;SKYWAY XPRO;AMM n° 006998-00;Allemagne;Selon le produit de référence français;
BLYSS 80;2150013;AUTORISE;SAGA SAS;ALLEATO 80 WG;2120088;JUPITER WG;AMM n° 12924;Italie;Selon le produit de référence français;
BUDGET DICAMBA;2020144;AUTORISE;AGROTRADE B.V.;BANVEL 4 S;8400096;BANVEL 4S;AMM n° 11291;Pays-Bas;Selon le produit de référence français;
BUTISAN GOLD PIMP;2140112;AUTORISE;UNISEM S.A;NOVALL GOLD;2120075;BUTISAN GOLD;AMM n° 006790-00;Allemagne;Selon le produit de référence français;
PYRIMETOP;2070158;AUTORISE;TOP SAS;SCALA;9200159;SCALA;AMM n° 19-159;Danemark;Selon le produit de référence français;
PYRIMETOP;2070158;AUTORISE;TOP SAS;SCALA;9200159;SCALA;AMM n° 11555 N;Pays-Bas;Selon le produit de référence français;
PYRIMETOP;2070158;AUTORISE;TOP SAS;SCALA;9200159;SCALA;AMM n° 8579/B;Belgique;Selon le produit de référence français;
PYRIXAL 400;2140234;AUTORISE;SAGA SAS;SCALA;9200159;BREZZA;AMM n° 15037;Italie;Selon le produit de référence français;
TEST;2160516;AUTORISE;AGRO PROTECTION NUNSPEET BV;KARATE AVEC TECHNOLOGIE ZEON;9800336;KARATE ZEON;AMM n° 12698 N;Pays-Bas;Selon le produit de référence français;
CAZOCOLI;2120056;AUTORISE;M. CAZORLA S.L;COLLIS;2060085;COLLIS;AMM n° 23.748;Espagne;Selon le produit de référence français;
CAZOCOLI;2120056;AUTORISE;M. CAZORLA S.L;COLLIS;2060085;COLLIS;AMM n° 12866;Italie;Selon le produit de référence français;
CENTIUM 36 CS PIMP;2130150;AUTORISE;PSI (UK) LTD;CENTIUM 36 CS;2000299;CENTIUM 36 CS;AMM n° 14643;Italie;Selon le produit de référence français;
CENTIUM 36 CS PIMP;2130150;AUTORISE;PSI (UK) LTD;CENTIUM 36 CS;2000299;CENTIUM 36 CS;AMM n° 004798-00;Allemagne;Selon le produit de référence français;
CALLISTO PIMP;2130181;AUTORISE;PSI (UK) LTD;CALLISTO;9900047;CALLISTO;AMM n° 11253;Italie;Selon le produit de référence français;
CALLISTO PIMP;2130181;AUTORISE;PSI (UK) LTD;CALLISTO;9900047;CALLISTO;AMM n° 9308/P;Belgique;Selon le produit de référence français;
CANI AQUA;2140138;AUTORISE;AGRI CANIGOU SARL;ATIC AQUA;2090011;STOMP AQUA;AMM n° 25580;Espagne;Selon le produit de référence français;
CAPTAN-AGROS 80 WG;2100150;AUTORISE;AGROS;MERPAN 80 WDG;9300108;MERPAN 80 WG;AMM n° (540/99)  R-24/2009;Pologne;Selon le produit de référence français;
CAZEON;2100092;AUTORISE;M. CAZORLA S.L;KARATE AVEC TECHNOLOGIE ZEON;9800336;KARATE TECNOLOGIA ZEON;AMM n° 22.398;Espagne;Selon le produit de référence français;
TRIKONORA;2160973;AUTORISE;M. CAZORLA S.L;ERCOLE;2150483;POINTER GEO;AMM n° ES-00067;Espagne;Selon le produit de référence français;
PIROX;2110038;AUTORISE;TOP SAS;ABAK;2090041;CAPRI;AMM n° 9764/B;Belgique;Selon le produit de référence français;
CAZOALIET;2140009;AUTORISE;M. CAZORLA S.L;ALLEATO 80 WG;2120088;JUPITER WG;AMM n° 12924;Italie;Selon le produit de référence français;
RIVAZON;2110182;AUTORISE;RIVALE;HORIZON EW;9200078;HORIZON;AMM n° 9713;Italie;Selon le produit de référence français;
IDOLE L;2160132;AUTORISE;BHS JARDINS AMATEURS;GLAZENN;2100114;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
NIMBLE PIMP;2130211;AUTORISE;PSI (UK) LTD;NIMBLE;2110072;NIMBLE;AMM n° 15063;Italie;Selon le produit de référence français;
MANOX 40;2140074;AUTORISE;SAGA SAS;PULSAR 40;2090064;PULSAR 40;AMM n° 04.2/1380-1/2013;Hongrie;Selon le produit de référence français;
MANOX 40;2140074;AUTORISE;SAGA SAS;PULSAR 40;2090064;PULSAR 40 SL;AMM n° 0210/09.05.2016;Bulgarie;Selon le produit de référence français;
MANOX 40;2140074;AUTORISE;SAGA SAS;PULSAR 40;2090064;PULSAR 40;AMM n° 23.038;Espagne;Selon le produit de référence français;
MANOX 40;2140074;AUTORISE;SAGA SAS;PULSAR 40;2090064;PULSAR 40 SL;AMM n° 04.2/1380-1/2013;Hongrie;Selon le produit de référence français;
CAZOFLIN;2120191;AUTORISE;M. CAZORLA S.L;CONSIST;9900037;FLINT;AMM n° 11119;Italie;Selon le produit de référence français;
NEMAZATE;2110185;AUTORISE;RIVALE;NEMATHORIN 10 G;9600199;NEMATHORIN 10 G;AMM n° 10324;Italie;Selon le produit de référence français;
SKYWAY XPRO PIMP;2140046;AUTORISE;PSI (UK) LTD;SKYWAY XPRO;2110181;SKYWAY XPRO;AMM n° 006998-00;Allemagne;Selon le produit de référence français;
SOLIX SC;2130130;AUTORISE;SAGA SAS;COLLIS;2060085;COLLIS;AMM n° 12866;Italie;Selon le produit de référence français;
NEUTRON STAR;2150018;AUTORISE;UNISEM S.A;PULSAR 40;2090064;PULSAR 40;AMM n° 1859/29.09.1998;Roumanie;Selon le produit de référence français;
NEUTRON STAR;2150018;AUTORISE;UNISEM S.A;PULSAR 40;2090064;PULSAR 40 SL;AMM n° 04.2/1380-1/2013.NEBIH;Hongrie;Selon le produit de référence français;
NOFANE;2140120;AUTORISE;SAGA SAS;SORCIER;2110101;QUICKDOWN;AMM n° 9540/B;Belgique;Selon le produit de référence français;
OTTAWA+;2150899;AUTORISE;PHYTO SERVICE S.A.S.;ORTIVA;9700332;ORTIVA;AMM n° 9326 P/B;Belgique;Selon le produit de référence français;
TAGARA;2100063;AUTORISE;RIVALE;SCALA;9200159;SCALA;AMM n° 19.603;Espagne;Selon le produit de référence français;
ALLEATO 80 WG PIMP;2130182;AUTORISE;PSI (UK) LTD;ALLEATO 80 WG;2120088;ALLEATO 80 WG;AMM n° 11732;Italie;Selon le produit de référence français;
AZOAMI;2120109;AUTORISE;RIVALE;AMISTAR;9600093;AMISTAR;AMM n° 10118;Italie;Selon le produit de référence français;
AFIKILL;2140186;AUTORISE;TOP SAS;TEPPEKI;2050046;TEPPEKI;AMM n° 12225;Italie;Selon le produit de référence français;
AGROTECH-LAMBDA-CYHALOTHRINE 100 CS;2050085;AUTORISE;AGROTECH TRADING GMBH;KARATE AVEC TECHNOLOGIE ZEON;9800336;KARATE MIT ZEON TECHNOLOGIE;AMM n° 4675-00;Allemagne;Selon le produit de référence français;
AGROTECH-METAZACHLORE 500 SC;2060019;AUTORISE;AGROTECH TRADING GMBH;SULTAN;2000003;METAZANEX 500 SC;AMM n° 57/2002;Pologne;Selon le produit de référence français;
AMEC EC;2110045;AUTORISE;AGRI CANIGOU SARL;HORTIMEC;8500174;AGRIMEC;AMM n° 22.649/13;Espagne;Selon le produit de référence français;
ANDRO WG;2130099;AUTORISE;SAGA SAS;ALLIE EXPRESS;9600197;ALLIE EXPRESS;AMM n° 9003/B;Belgique;Selon le produit de référence français;
PAN ROUGE;2130070;AUTORISE;PAN AMENITY LTD;GLAZENN;2100114;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
PASCALOU;2060049;AUTORISE;EUROFYTO NV;SCALA;9200159;SCALA;AMM n° 8579/B;Belgique;Selon le produit de référence français;
RIVTO 500SC;2160975;AUTORISE;RIVALE;TECTO 500 SC;2010584;TECTO SC;AMM n° 6037;Italie;Selon le produit de référence français;
PYRACLO 250;2140032;AUTORISE;BASF FRANCE SAS;COMET;2000332;COMET;AMM n° 9605/B;Belgique;Selon le produit de référence français;
BREVIS METAMITRONE;2160057;AUTORISE;PSI (UK) LTD;BREVIS;2150002;BREVIS;AMM n° 16084;Italie;Selon le produit de référence français;
CLINETORE;2160052;AUTORISE;M. CAZORLA S.L;CLINCHER NEO;2130274;CLINCHER PLUS;AMM n° ES-00003;Espagne;Selon le produit de référence français;
AVERMEC SUPER;2130002;AUTORISE;AGRI CANIGOU SARL;HORTIMEC;8500174;VERTIMEC EC;AMM n° 8795;Italie;Selon le produit de référence français;
AXIMA;2130024;AUTORISE;SAGA SAS;SKYWAY XPRO;2110181;SKYWAY XPRO;AMM n° 006998-00;Allemagne;Selon le produit de référence français;
AZOPEX;2140264;AUTORISE;FRARIMPEX;AMISTAR;9600093;AMISTAR;AMM n° 10118;Italie;Selon le produit de référence français;
AZOPEX +;2150043;AUTORISE;FRARIMPEX;AMISTAR TOP;2080102;ORTIVA TOP;AMM n° 13378;Italie;Selon le produit de référence français;
AZOXYGOLD;2060012;AUTORISE;LANDGOLD & CO LTD;AMISTAR;9600093;AMISTAR;AMM n° 10118;Italie;Selon le produit de référence français;
BACTIMEC;2100050;AUTORISE;RIVALE;HORTIMEC;8500174;VERTIMEC;AMM n° 16.784;Espagne;Selon le produit de référence français;
POFFER;2130117;AUTORISE;AGRI CANIGOU SARL;SITOFEX;2120074;SITOFEX;AMM n° 23278;Espagne;Selon le produit de référence français;
PRODOXYL;2130236;AUTORISE;SAGA SAS;SWITCH;9500568;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
PROPULSE 250 SE PIMP;2140263;AUTORISE;PSI (UK) LTD;PROPULSE;2130202;PROPULSE 250 SE;AMM n° R-157/2012;Pologne;Selon le produit de référence français;
PROSARO PIMP;2140006;AUTORISE;UNISEM S.A;PROSARO;2100108;PROSARO;AMM n° 13386;Italie;Selon le produit de référence français;
SOTRION;2120112;AUTORISE;SAGA SAS;CALLISTO;9900047;CALLISTO;AMM n° 11253;Italie;Selon le produit de référence français;
FLUDIPRO 600 SC;2180884;AUTORISE;PHYBELCO SPRL;BATTLE DELTA;2171054;BATTLE DELTA 600 SC;AMM n° R-144/2016;Pologne;Selon le produit de référence français;
FLUDIPRO 600 SC;2180884;AUTORISE;PHYBELCO SPRL;BATTLE DELTA;2171054;BATTLE DELTA;AMM n° 008226-00;Allemagne;Selon le produit de référence français;
CALTICLASRE;2150889;AUTORISE;M. CAZORLA S.L;ALTACOR;2100122;ALTACOR 35 WG;AMM n° 25.296;Espagne;Selon le produit de référence français;
FREEDAX;2210346;AUTORISE;GRITCHE;LIBRAX;2140173;LIBRAX;AMM n° 007969-00;Allemagne;Selon le produit de référence français;
KARABA;2210473;AUTORISE;GRITCHE;SORCIER;2110101;KABUKI;AMM n° 9541 P/B;Belgique;Selon le produit de référence français;
PHOSTIM 730 SL;2160662;AUTORISE;SAGA SAS;LBG-01F34;2100041;CENTURY SL;AMM n° 16161;Italie;Selon le produit de référence français;
FOC;2170062;AUTORISE;GRITCHE;BELOUKHA;2140255;BELOUKHA 680 EC;AMM n° R/94/2016;Pologne;Selon le produit de référence français;
SDN-TOP;2170150;AUTORISE;TOP SAS;LBG-01F34;2100041;CENTURY SL;AMM n° 16161;Italie;Selon le produit de référence français;
VACAZOTELI;2170516;AUTORISE;M. CAZORLA S.L;MESSAGER;2150479;FYTOSAVE;AMM n° ES-00209;Espagne;Selon le produit de référence français;
IMPRO;2140079;AUTORISE;GRITCHE;PROPULSE;2130202;PROPULSE;AMM n° 0435F/12;Lituanie;Selon le produit de référence français;
IMPRO;2140079;AUTORISE;GRITCHE;PROPULSE;2130202;PROPULSE;AMM n° 007208-00;Allemagne;Selon le produit de référence français;
IMPRO;2140079;AUTORISE;GRITCHE;PROPULSE;2130202;PROPULSE;AMM n° 04.2/41-1/2014;Hongrie;Selon le produit de référence français;
IMPRO;2140079;AUTORISE;GRITCHE;PROPULSE;2130202;PROPULSE 250 SE;AMM n° R-157/2012;Pologne;Selon le produit de référence français;
REVYSTAR XL PIMP;2210540;AUTORISE;PSI (UK) LTD;REVYSTAR XL;2190686;REVYSTAR XL;AMM n° AS2-98F(2019);Lituanie;Selon le produit de référence français;
NORBIFOLE;2190359;AUTORISE;M. CAZORLA S.L;MOMENTUM F;2140065;MOLSAR;AMM n° 25.613;Espagne;Selon le produit de référence français;
KOURAN;2200106;AUTORISE;GRITCHE;AIRONE SC;2180829;AIRONE LIQUIDO;AMM n° 15251;Italie;Selon le produit de référence français;
DISODI;2190939;AUTORISE;GRITCHE;REDELI;2150067;QUARTET;AMM n° 15266;Italie;Selon le produit de référence français;
CIMORAM;2040102;RETIRE;CAVE DES HAUTS DE GIRONDE;AVISO DF;9200215;;;;;
CLIOTEC;2040075;RETIRE;AGROTECH TRADING GMBH;CLIOPHAR;9800496;;;;;
CYCLOP 100;2060011;RETIRE;UNISEM S.A;STRATOS ULTRA JARDIN;2020020;;;;;
DALILA;2040006;RETIRE;PHYTHERON 2000;MILAGRO;9100438;;;;;
DORTEL;2020247;RETIRE;ALSA HUMUS;TELDOR;9800244;;;;;
FOBOS;2040096;RETIRE;ENDYMIS;CELEST NET;2030323;CELEST;AMM n° 9288;Italie;Selon le produit de référence français;
METEO+;2040069;RETIRE;PHYTO SERVICE S.A.S.;BOSTON;9400535;;;;;
METRIMEX;2030315;RETIRE;O. ENDRES C/O MAC-GMBH;BRETTEUR;9800106;;;;;
METRIZE;2030305;RETIRE;TOP SAS;BRETTEUR;9800106;;;;;
MEZATOP;2030098;RETIRE;TOP SAS;BUTISAN S;8100291;BUTISAN;AMM n° 8660 N;Pays-Bas;Selon le produit de référence français;
MICROMEGAS;2040077;RETIRE;PHYTHERON 2000;GULLIVER;9700123;;;;;
NICOBAR;2020260;RETIRE;EURL HERMOUET GUY;MILAGRO;9100438;;;;;
SCORPIUS EW;2140225;AUTORISE;SAGA SAS;NOVALL GOLD;2120075;BUTISAN STAR MAX 500 SE;AMM n° R-6/2013 d du 10/01/2013;Pologne;Selon le produit de référence français;
SCORPIUS EW;2140225;AUTORISE;SAGA SAS;NOVALL GOLD;2120075;BUTISAN MAX;AMM n° 4874-0;République tchèque;Selon le produit de référence français;
SCORPIUS EW;2140225;AUTORISE;SAGA SAS;NOVALL GOLD;2120075;BUTISAN GOLD;AMM n° 006790-00;Allemagne;Selon le produit de référence français;
PIRA;2130124;RETIRE;GRITCHE;SYLLIT;9800392;SYLLIT FLO;AMM n° 7369;Italie;Selon le produit de référence français;
PIRA;2130124;RETIRE;GRITCHE;SYLLIT;9800392;SYLLIT 400 SC;AMM n° 8418/B;Belgique;Selon le produit de référence français;
PATANI;2010360;RETIRE;PHYTHERON 2000;BOFIX;9000184;;;;;
FELIZ;2140217;AUTORISE;GRITCHE;LALSTOP CONTANS WG;9900189;CONTANS WG;AMM n° 11252;Italie;Selon le produit de référence français;
TRIGEMOL;2170859;AUTORISE;UNISEM S.A;ESSEVA;2161080;ARAW;AMM n° ES-00108;Espagne;Selon le produit de référence français;
TRIGEMOL;2170859;AUTORISE;UNISEM S.A;ESSEVA;2161080;3LOGY;AMM n° 16480;Italie;Selon le produit de référence français;
DELIRE+;2171201;AUTORISE;PHYTO SERVICE S.A.S.;REDELI;2150067;QUARTET;AMM n° 13266;Italie;Selon le produit de référence français;
ALVERA FLO;2160970;AUTORISE;SAGA SAS;ARCHIPEL DUO;2140258;COSSACK PRO;AMM n° 15587;Italie;Selon le produit de référence français;
CAZOTOBI1;2120212;AUTORISE;M. CAZORLA S.L;STROBY DF;9700214;STROBY WG;AMM n° 11818 N;Pays-Bas;Selon le produit de référence français;
CARPOF;2130046;AUTORISE;GRITCHE;CHECKMATE CM-XL;2100036;CHECKMATE CM-XL;AMM n° 12785;Italie;Selon le produit de référence français;
Ï?-SEKT;2110043;AUTORISE;UNISEM S.A;HORTIMEC;8500174;ZAMIR 18;AMM n° 13927;Italie;Selon le produit de référence français;
Ï?-SEKT;2110043;AUTORISE;UNISEM S.A;HORTIMEC;8500174;AGRIMEK;AMM n° 033704-61;Allemagne;Selon le produit de référence français;
QUINTE FLO;2130038;AUTORISE;GRITCHE;MAVRIK FLO;8900564;MAVRIK;AMM n° 024218-00;Allemagne;Selon le produit de référence français;
QUINTE FLO;2130038;AUTORISE;GRITCHE;MAVRIK FLO;8900564;MAVRIK 24 EW;AMM n° Mg SZHK 02.5/2322/2/2007;Hongrie;Selon le produit de référence français;
QUINTE FLO;2130038;AUTORISE;GRITCHE;MAVRIK FLO;8900564;MAVRIK;AMM n° AS2-30I(2016);Lituanie;Selon le produit de référence français;
CLHOA;2120025;RETIRE;AGRI CANIGOU SARL;CLINCHER;9900114;CLINCHER;AMM n° 22.026/12;Espagne;Selon le produit de référence français;
CONAZOL+;2040044;AUTORISE;PHYTO SERVICE S.A.S.;SCORE;8800841;SCORE;AMM n° 4553-00;Autriche;Selon le produit de référence français;
YASUR STAR WG;2190542;AUTORISE;GRITCHE;ATLANTIS STAR;2170236;ATLANTIS STAR;AMM n° 16453;Italie;Selon le produit de référence français;
AXILALO;2150795;AUTORISE;M. CAZORLA S.L;AXIAL PRATIC;2100138;AXIAL 50 EC;AMM n° 0332H/07;Lituanie;Selon le produit de référence français;
CAZOS ULTRA;2120204;AUTORISE;M. CAZORLA S.L;STRATOS ULTRA;9000490;FOCUS PLUS;AMM n° 8905/B;Belgique;Selon le produit de référence français;
KUSCAZ;2150606;AUTORISE;M. CAZORLA S.L;KUSABI;2140177;KUSABI;AMM n° 15267;Italie;Selon le produit de référence français;
LILA;2140219;AUTORISE;GRITCHE;ALIAL;2130201;ALIAL WG;AMM n° 13817;Italie;Selon le produit de référence français;
ORPIMENT;2150017;AUTORISE;UNISEM S.A;AVIATOR XPRO;2110178;AVIATOR XPRO 225 EC;AMM n° R-11/2013;Pologne;Selon le produit de référence français;
OISUR;2070164;RETIRE;CAVE DES HAUTS DE GIRONDE;LEGEND;9700065;ARIUS;AMM n° 9995;Italie;Selon le produit de référence français;
QUINFENPLUS;2120121;RETIRE;SAGA SAS;LEGEND;9700065;ARIUS;AMM n° 9995;Italie;Selon le produit de référence français;
SPECTOR;2080076;RETIRE;AGROSUD;LEGEND;9700065;ARIUS;AMM n° 21888;Espagne;Selon le produit de référence français;
URBANE;2140016;RETIRE;GRITCHE;LEGEND;9700065;ARIUS;AMM n° 9995;Italie;Selon le produit de référence français;
VERDE QUINOXYFEN;2120137;RETIRE;VERDE-BIO SRL;LEGEND;9700065;ARIUS;AMM n° 9995;Italie;Selon le produit de référence français;
QUINFENPLUS DUO;2170169;RETIRE;SAGA SAS;TSAR;2080109;ARIUS SYSTEM PLUS;AMM n° 12837;Italie;Selon le produit de référence français;
TEBUWG;2150298;AUTORISE;M. CAZORLA S.L;HORIZON ARBO;9300186;FOLICUR WG;AMM n° 8498;Italie;Selon le produit de référence français;
SORCAZEO;2150763;AUTORISE;M. CAZORLA S.L;SORCIER;2110101;EVOLUTION;AMM n° 15071;Italie;Selon le produit de référence français;
TOP-PRO 1%;2070089;RETIRE;NEO-FOG;NEOCONSERVIET;7500071;GERMEX;AMM n° 8656/B;Belgique;Selon le produit de référence français;
BLANMOSCATE;2161072;AUTORISE;M. CAZORLA S.L;ERADICOAT;2160114;ERADICOAT;AMM n° ES-00195;Espagne;Selon le produit de référence français;
KAPUSINE;2170832;AUTORISE;GRITCHE;CARPOVIRUSINE EVO 2;2120081;CARPOVIRUSINE PLUS;AMM n° 11819 N;Pays-Bas;Selon le produit de référence français;
CLAYTON METROPOLE;2200333;AUTORISE;CLAYTON PLANT PROTECTION LTD;ATLANTIS PRO;2140257;ATLANTIS PRO;AMM n° 13700;Italie;Selon le produit de référence français;
QUINTIX;2200446;AUTORISE;TOP SAS;KEZURO;2190097;KEZURO;AMM n° 10744 P/B;Belgique;Selon le produit de référence français;
FLUPICO;2210700;AUTORISE;TOP SAS;PONTOS;2180864;PONTOS;AMM n° 10604 P/B;Belgique;Selon le produit de référence français;
COBOY 350;2050059;RETIRE;TRIASEM;GAUCHO 350;9200091;;;;;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL SL;AMM n° 3356;Portugal;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL;AMM n° Pas d'info;Danemark;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL 480 SL;AMM n° 157/97;Pologne;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL 4S;AMM n° 11291;Pays-Bas;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL 48 SL;AMM n° 7512;Grèce;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL D;AMM n° 11533;Espagne;Selon le produit de référence français;
DICAMBA-LANDGOLD;2060010;AUTORISE;LANDGOLD & CO LTD;BANVEL 4 S;8400096;BANVEL 480 SL;AMM n° SFS 7119;Slovénie;Selon le produit de référence français;
FLAZUREA;2140228;AUTORISE;SAGA SAS;KATANA 25 WG;9700070;CHIKARA;AMM n° 2266/01.04.2004;Roumanie;Selon le produit de référence français;
GIBLY+;2000528;AUTORISE;PHYTO SERVICE S.A.S.;MILAGRO;9100438;GHIBLI;AMM n° 8540;Italie;Selon le produit de référence français;
NAPOW;2070230;AUTORISE;CERA CHEM S.A.R.L.;COLZAMID;8800603;DEVRINOL 45 F;AMM n° 3609-2;République tchèque;Selon le produit de référence français;
PEPPER;2060117;AUTORISE;CAVE DES HAUTS DE GIRONDE;PROSPER;9800420;IMPULSE;AMM n° 8923-B;Belgique;Selon le produit de référence français;
PEPPER;2060117;AUTORISE;CAVE DES HAUTS DE GIRONDE;PROSPER;9800420;PROSPER;AMM n° 0017;Portugal;Selon le produit de référence français;
PIROX PRIMO;2140031;AUTORISE;TOP SAS;OCTOGON;2090042;BROADWAY;AMM n° 006233-00;Allemagne;Selon le produit de référence français;
PIXAN DG;2150088;AUTORISE;SAGA SAS;PEAK;2080117;PEAK;AMM n° 3200/0;Autriche;Selon le produit de référence français;
PIXAN DG;2150088;AUTORISE;SAGA SAS;PEAK;2080117;PEAK 75 WG;AMM n° 01031/18.02.2010;Bulgarie;Selon le produit de référence français;
SEPOUKO;2090167;AUTORISE;TRIASEM;PLEDGE;9400280;PLEDGE;AMM n° 22.276;Espagne;Selon le produit de référence français;
GLIFONET IP;2190456;RETIRE;PHYTEUROP;MONOSATE G;2170873;MONOSATE G;AMM n° 10463 P/B;Belgique;Selon le produit de référence français;
VIVANDO PIMP;2200448;AUTORISE;PSI (UK) LTD;VIVANDO;2060050;VIVANDO;AMM n° 24.143;Espagne;Selon le produit de référence français;
